Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Undergrad Population,% White,% Black,% Hispanic,% Asian,% American Indian,% Pacific Islander,% Biracial,% Nonresident Aliens,% Part-time Undergrads,Average Cost,Expenditure Per Student,Average Faculty Salary,% Full-time Faculty,% Undergrads with Pell Grant,Completion Rate 150% time,Retention Rate (First Time Students),% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Median Debt on Graduation,Median Debt on Withdrawal,% Federal Loans,% Pell Grant Recipients,Average Age of Entry,Average Family Income,Median Family Income,Poverty Rate,Number of Unemployed 8 years after entry,Number of Employed 8 years after entry,Mean Earnings 8 years After Entry,Median Earnings 8 years After Entry
Upper Iowa University,3,4,Private,Great Plains,Remote Rural,0.5818,22,1010,4513,0.6718,0.1926,0.0412,0.01,0.004,0.002,0.0113,0.0204,0.3472,35190,4234,5794,0.9882,0.4312,0.3963,0.722,0.6466,8.3,15882.5,22500,12360.5,0.939999998,0.600000024,28.40999985,48304.02,38423,7.449999809,160,1572,40700,39000
Ursinus College,3,3,Private,Mid-Atlantic,Large Suburb,0.6633,27,1182,1578,0.7668,0.0615,0.0532,0.0507,0.0019,0.0019,0.0336,0.0146,0.0025,57163,13464,8769,0.7101,0.2155,0.7906,0.8925,0.0038,2.9,27000,27000,10241.5,0.99000001,0.330000013,19.61000061,99543.43,89174,5.039999962,33,484,49900,46600
Utah State University,3,4,Public,Rocky Mountains,Small City,0.9674,24,1087,20775,0.8003,0.0103,0.0511,0.0097,0.0227,0.0024,0.0168,0.0214,0.2707,16020,8255,8206,0.9627,0.3595,0.5109,0.6577,0.239,5.7,8750,13500,6500,0.709999979,0.790000021,23.36000061,44547.68,29227,7.389999866,1096,4230,41700,37300
Utica College,3,4,Private,Mid-Atlantic,Small City,0.8542,21,946,2831,0.6976,0.1035,0.0788,0.0258,0.0064,0.0021,0.018,0.0279,0.2187,44394,8035,7905,0.3549,0.3817,0.4715,0.7194,0.2836,8.5,18000,25000,9065,0.970000029,0.519999981,21.84000015,64313.98,55077,9.569999695,80,1083,40800,37600
Valdosta State University,3,4,Public,Southeast,Small City,0.5522,22,1033,9634,0.5301,0.3567,0.042,0.0099,0.0023,0.0017,0.0306,0.0225,0.1437,20958,5873,5998,0.9671,0.4592,0.4017,0.6885,0.15,10.2,16000,25245,11000,0.910000026,0.569999993,21.71999931,63517.53,51351,10.73999977,293,2558,36300,34300
Valparaiso University,3,4,Private,Great Lakes,Large Suburb,0.7969,26,1158,3209,0.7457,0.0533,0.0673,0.0156,0.0012,0.0006,0.0227,0.0826,0.0284,43185,10489,7280,0.684,0.2537,0.7013,0.8636,0.0618,4.4,23250,27000,11925,0.970000029,0.360000014,20.55999947,90375.63,81419.5,5.079999924,66,960,45900,42400
Vanderbilt University,3,4,Private,Southeast,Large City,0.1274,33,1475,6794,0.6057,0.0802,0.0792,0.0848,0.0038,0.0006,0.0489,0.0578,0.0057,59890,76995,12871,0.8362,0.1429,0.9252,0.9732,0.0023,1.3,13000,13750,8959,0.930000007,0.330000013,19.93000031,99004.36,74999.5,6.650000095,86,937,70800,54400
Vanguard University of Southern California,3,4,Private,Far West,Mid-size City,0.6977,23,980,2057,0.4599,0.0404,0.3471,0.0428,0.0053,0.0102,0.052,0.0083,0.2338,41952,6369,7714,1,0.3797,0.5232,0.7609,0.2543,4.9,19895,25000,12500,0.959999979,0.419999987,22.62999916,82048.82,67855,7.829999924,116,710,38000,33900
Vassar College,3,3,Private,Mid-Atlantic,Large Suburb,0.2411,32,1394,2436,0.6125,0.0575,0.1104,0.0952,0.0004,0,0.0587,0.0644,0.0057,59320,29148,11065,0.8683,0.2199,0.9365,0.9559,0.0198,0.3,16590,17545,7500,0.970000029,0.25999999,19.39999962,115433.73,102049,6.389999866,43,356,49200,42300
Villanova University,3,4,Private,Mid-Atlantic,Large Suburb,0.489,30,1316,6856,0.7598,0.0449,0.071,0.0674,0,0.0006,0.0226,0.0176,0.0462,56265,15426,10425,0.6358,0.1156,0.9008,0.9402,0.064,2,25000,27000,17750,0.980000019,0.239999995,20.02000046,130737.82,112696,4.460000038,95,1555,70500,65100
Virginia Commonwealth University,3,4,Public,Southeast,Mid-size City,0.6913,24,1102,22049,0.5162,0.1842,0.0754,0.1213,0.0026,0.0029,0.0463,0.0293,0.1181,25291,12826,8242,0.6627,0.2865,0.5681,0.8659,0.1501,6,19125,24750,11750,0.959999979,0.519999981,21.42000008,69541.5,55696,6.539999962,381,4656,42700,38600
Virginia Military Institute,3,3,Public,Southeast,Distant Town,0.4732,25,1141,1675,0.8316,0.043,0.0436,0.0543,0.0018,0.0072,0.0155,0.003,0,24643,12475,7426,1,0.1508,0.7585,0.8411,0.0024,6,19710,23500,8500,0.949999988,0.370000005,19.46999931,95765.01,89939.5,5.329999924,13,316,52200,53300
Virginia Polytechnic Institute and State University,3,4,Public,Southeast,Small City,0.7028,0,1220,23928,0.7182,0.0349,0.0512,0.0848,0.0016,0.0013,0.0403,0.0382,0.0204,25513,10476,10146,0.9812,0.1735,0.8243,0.9119,0.0276,2.6,21500,25000,13925,0.959999979,0.330000013,19.70999908,104751.65,95419,5.309999943,270,4439,55900,52900
Virginia State University,3,4,Public,Southeast,Large Suburb,0.9459,17,811,5023,0.0231,0.8561,0.0185,0.0026,0.0028,0,0,0.001,0.042,20075,8275,7414,0.7374,0.6829,0.4034,0.6495,0.0915,13.7,17000,28451,9531,0.959999979,0.730000019,20.17000008,49397.69,39006,11.35999966,141,1587,33000,29600
Virginia Union University,3,4,Private,Southeast,Mid-size City,0.5848,15,750,1359,0.0059,0.9544,0.0125,0.0007,0.0029,0.0007,0.0088,0.0059,0.0221,26885,5953,5524,0.6525,0.6777,0.3547,0.5421,0.0809,28.4,14250,31000,9500,0.949999988,0.680000007,19.95000076,49664.21,39816.5,12.18999958,91,687,28100,27200
Virginia Wesleyan College,3,3,Private,Southeast,Large City,0.9311,21,1021,1436,0.5759,0.2298,0.0634,0.0146,0.0063,0.0014,0.071,0.007,0.0627,41010,9280,7466,0.7068,0.3669,0.4404,0.6736,0.1446,10,12500,27000,6000,0.980000019,0.389999986,21.52000046,81448.63,71035,6.059999943,67,552,37400,35900
Viterbo University,3,4,Private,Great Lakes,Small City,0.706,24,1090,2052,0.9089,0.0185,0.021,0.018,0.0024,0,0.0205,0.0058,0.23,32956,6562,6099,0.4125,0.3796,0.4681,0.8092,0.3093,5,21500,27000,10672.5,0.970000029,0.50999999,24.44000053,64999.51,57043.5,5.539999962,70,770,40600,37300
Wagner College,3,4,Private,Mid-Atlantic,Large City,0.6988,25,1154,1830,0.6612,0.0612,0.0929,0.0251,0.0011,0.0005,0.0197,0.0328,0.0361,49453,10939,7949,1,0.1904,0.6136,0.8803,0.0673,3.7,22875,27000,8750,0.959999979,0.289999992,19.89999962,101715.27,94891,5.579999924,41,614,53400,50800
Wake Forest University,3,4,Private,Southeast,Mid-size City,0.352,0,0,4812,0.76,0.065,0.0599,0.0486,0.0017,0.0006,0.0266,0.0374,0.0125,58260,26136,10928,0.8259,0.1202,0.8646,0.9294,0.0012,1.3,21000,22810,12750,0.959999979,0.270000011,19.37999916,124215.22,103314,5.329999924,38,595,66100,52800
Walla Walla University,3,4,Private,Far West,Small Suburb,0.9286,24,1072,1646,0.7327,0.0255,0.1252,0.0529,0.0115,0.0043,0.0006,0.0176,0.0346,34747,10596,4638,0.9496,0.3129,0.4593,0.7741,0.0819,4.1,22000,28250,18333,0.959999979,0.540000021,22.28000069,72764.77,55205,8.68999958,87,548,43500,40900
Walsh University,3,4,Private,Great Lakes,Large Suburb,0.7713,23,1047,2280,0.7825,0.0522,0.0228,0.0048,0.0022,0.0009,0.0215,0.0237,0.161,34994,7309,5876,0.4745,0.3307,0.5519,0.7348,0.2025,6,21500,27000,10500,0.980000019,0.469999999,22.19000053,73940.26,67420,6.550000191,55,557,41600,39600
Warner University,3,4,Private,Southeast,Fringe Rural,0.3378,19,908,1023,0.4194,0.4018,0.1232,0.0088,0.0029,0.002,0.0108,0.0205,0.1329,28555,3166,4638,0.3448,0.6488,0.4275,0.4923,0.3624,11.9,15306,24375,9500,0.870000005,0.649999976,28.25,48240.15,38439.5,9.850000381,42,428,40900,37000
Wartburg College,3,3,Private,Great Plains,Distant Town,0.7765,24,1077,1669,0.7789,0.0629,0.0234,0.0084,0.0012,0.0006,0.0198,0.0953,0.0168,43312,9391,6274,1,0.2519,0.6262,0.8091,0.0123,4.6,24124,27000,10500,0.99000001,0.370000005,19.57999992,87843.22,79035.5,5.420000076,27,736,42700,39700
Washington & Jefferson College,3,3,Private,Mid-Atlantic,Large Suburb,0.3973,0,0,1300,0.8408,0.0308,0.0285,0.0262,0.0046,0.0015,0.0262,0.0131,0.0046,49507,12527,7571,0.75,0.2393,0.7709,0.859,0.006,2.8,27000,27000,9500,0.99000001,0.300000012,19.43000031,101619.52,95549.5,6.260000229,22,432,46500,43800
Washington and Lee University,3,4,Private,Southeast,Distant Town,0.1843,32,1392,1846,0.8337,0.0244,0.0347,0.0363,0.0011,0,0.0157,0.0325,0.0011,56616,28860,12144,0.7751,0.0958,0.9024,0.9666,0,1.1,18543,19500,0,0.949999988,0.189999998,20.30999947,132813.41,112856,5.389999866,19,203,76200,61800
Washington College,3,4,Private,Mid-Atlantic,Distant Town,0.6655,27,1168,1424,0.7872,0.033,0.0365,0.0126,0.0014,0,0.0232,0.0639,0.0091,52243,12924,7927,0.6218,0.1488,0.6821,0.8086,0.0182,3.5,25000,27000,8750,0.99000001,0.180000007,19.27000046,123228.4,108663.5,4.190000057,19,333,45100,40800
Washington State University,3,4,Public,Far West,Distant Town,0.8208,22,1030,22825,0.6648,0.0331,0.1065,0.0526,0.0063,0.0042,0.0686,0.0426,0.1126,26292,9130,8547,0.7903,0.3323,0.6548,0.7977,0.1693,4,15736,20977,11250,0.939999998,0.519999981,22.65999985,70810.85,58238.5,7.730000019,599,5682,48200,43700
Washington University in St Louis,3,4,Private,Great Plains,Large Suburb,0.1555,33,1474,6851,0.5529,0.0587,0.0558,0.1738,0.0013,0.0001,0.038,0.0775,0.0471,62594,97613,13286,0.6523,0.0616,0.9404,0.9642,0.0871,3,19500,20125,16742.5,0.99000001,0.230000004,21.38999939,97020.72,77947.5,6.170000076,100,1165,69500,58300
Wayland Baptist University,3,4,Private,Southwest,Remote Town,0.9862,20,940,4246,0.4317,0.1684,0.2671,0.0247,0.0071,0.0097,0.0384,0.0104,0.731,21543,6559,4845,1,0.3224,0.332,0.4704,0.6516,10.8,12500,18750,9500,0.870000005,0.629999995,29.03000069,45325.2,36554.5,10.96000004,139,1102,42000,37400
Wayne State University,3,4,Public,Great Lakes,Large City,0.7624,23,1050,17789,0.5317,0.2136,0.0417,0.0783,0.004,0.0013,0.0262,0.025,0.3182,20199,13146,9689,0.5301,0.4804,0.3235,0.7695,0.2745,12.5,16000,21500,13500,0.879999995,0.660000026,23.45000076,44037.59,30304.5,11.52999973,726,4260,45800,36700
Waynesburg University,3,4,Private,Mid-Atlantic,Distant Town,0.7523,23,1015,1559,0.9256,0.0321,0.0103,0.0058,0.0026,0.0013,0.0115,0,0.052,28822,8294,6633,0.2877,0.3399,0.5398,0.8148,0.1245,5.1,23000,27000,12500,0.980000019,0.439999998,23.35000038,69531.78,64789,8.470000267,59,690,43700,39300
Webster University,3,4,Private,Great Plains,Large Suburb,0.5806,24,1107,3398,0.6604,0.1463,0.0415,0.0253,0.0021,0.0012,0.0227,0.0165,0.2443,37363,6648,8068,1,0.3501,0.5942,0.8078,0.3268,5.6,20500,25000,16250,0.970000029,0.439999998,24.03000069,72024.67,61052,6.5,143,1223,41900,37400
Wellesley College,3,3,Private,New England,Large Suburb,0.2911,31,1399,2347,0.4205,0.0592,0.0993,0.228,0,0,0.0579,0.1095,0.0055,57164,32790,12025,0.8586,0.1922,0.9068,0.9658,0.019,1.2,8000,8225,6832.5,0.959999979,0.409999996,19.87999916,91334.36,74657,6.440000057,40,273,58000,52800
Wentworth Institute of Technology,3,4,Private,New England,Large City,0.5761,24,1109,3975,0.5967,0.0478,0.0365,0.0606,0.0035,0.0003,0.0335,0.0606,0.0868,43850,8790,8039,1,0.2822,0.6251,0.7885,0.1112,4.5,21700,27000,9500,0.980000019,0.360000014,20.34000015,89672.88,81863,5.420000076,97,1426,53300,52100
Wesley College,3,4,Private,Mid-Atlantic,Small City,0.625,20,841,1481,0.4517,0.4173,0.054,0.0128,0.0034,0.002,0.0263,0.0027,0.05,35199,6971,6703,1,0.4955,0.2178,0.5249,0.1319,16.4,14250,30750,9500,0.970000029,0.430000007,22.28000069,75952.19,65621,6.5,66,782,40600,38800
Wesleyan University,3,4,Private,New England,Small City,0.2092,31,1387,2888,0.5294,0.072,0.0966,0.0796,0.0007,0.001,0.0582,0.0828,0,61167,24442,11163,0.881,0.1837,0.9154,0.9508,0.0021,1.5,17625,18633,8500,0.99000001,0.310000002,19.37999916,106492.97,88497,6.739999771,48,413,46300,42000
West Chester University of Pennsylvania,3,4,Public,Mid-Atlantic,Large Suburb,0.5156,0,1105,13456,0.8114,0.0922,0.0468,0.021,0.001,0.0005,0.0236,0.003,0.0761,24997,7384,8909,0.7345,0.2406,0.6864,0.8736,0.0907,5.2,19695.5,23811,14000,0.970000029,0.349999994,20.59000015,87436.62,82783,5.170000076,235,3122,43500,42000
West Liberty University,3,4,Public,Southeast,Fringe Rural,0.7122,21,984,2412,0.8905,0.0539,0.0104,0.0066,0.0021,0.0008,0.0075,0.0178,0.0945,18406,4959,6482,1,0.4003,0.4148,0.677,0.1199,18.1,15000,24624,10980,0.889999986,0.639999986,21.39999962,54696.02,48827.5,10.56000042,81,779,33600,30800
West Texas A & M University,3,4,Public,Southwest,Fringe Town,0.7403,22,994,6890,0.6386,0.0533,0.234,0.0122,0.0054,0.0006,0.0226,0.0174,0.1987,17553,6765,7359,0.7562,0.3858,0.403,0.6555,0.2379,11,13573,21500,9625,0.839999974,0.660000026,23.68000031,51091.58,39169,10.52999973,212,1985,39200,37100
West Virginia State University,3,4,Public,Southeast,Mid-size Suburb,0.4478,20,942,2195,0.4615,0.1171,0.0055,0.0036,0.0055,0,0,0.0055,0.1535,13756,6569,6067,0.6731,0.4612,0.1868,0.5176,0.3139,14.2,12916,23787.5,9500,0.829999983,0.779999971,24.45999908,36024.82,25404.5,11.90999985,291,1466,29700,27000
West Virginia University,3,4,Public,Southeast,Small City,0.851,24,1062,22130,0.8271,0.0446,0.0354,0.0158,0.0019,0.0009,0.0304,0.0409,0.0498,16898,11544,9237,0.7679,0.2663,0.5744,0.7707,0.0698,10.5,14625,23808,9500,0.930000007,0.49000001,20.42000008,78406.72,69116,9.159999847,514,5826,43600,38700
West Virginia University Institute of Technology,3,3,Public,Southeast,Fringe Rural,0.5131,21,990,1133,0.7626,0.0715,0.0477,0.0168,0.0026,0.0009,0.0238,0.0574,0.1465,14465,7477,6566,0.7297,0.3902,0.2024,0.5316,0.2381,10.5,14625,23808,9500,0.819999993,0.689999998,22.87000084,44064.53,34515,15.13000011,514,5826,43600,38700
West Virginia Wesleyan College,3,4,Private,Southeast,Remote Town,0.7696,23,1021,1356,0.8031,0.0878,0.0184,0.0007,0.0022,0.0015,0.0251,0.0479,0.0133,38796,6662,5516,0.6742,0.3665,0.601,0.651,0.0256,11.4,15300,26000,5750,0.970000029,0.430000007,19.76000023,78037.22,70830,9.850000381,58,570,40100,35100
Western Carolina University,3,4,Public,Southeast,Fringe Rural,0.3766,22,1034,8238,0.8086,0.0643,0.0435,0.0123,0.0084,0.001,0.0296,0.0216,0.1448,17805,7906,7493,0.7182,0.3814,0.5108,0.7865,0.1959,8.1,15000,21249,8261,0.920000017,0.529999971,21.27000046,64748.81,55820,7.75,218,1869,34000,32200
Western Connecticut State University,3,4,Public,New England,Small City,0.6549,0,0,5184,0.6798,0.1082,0.1462,0.0314,0.0021,0.0017,0.0102,0.0004,0.1535,19446,8964,8712,1,0.2835,0.4447,0.7426,0.1557,6.8,17050,24250,11000,0.959999979,0.430000007,21.37000084,76059.55,67834,4.409999847,110,1189,41800,38700
Western Illinois University,3,4,Public,Great Lakes,Remote Town,0.5931,21,970,9873,0.6656,0.1659,0.0795,0.0099,0.0021,0.0008,0.0205,0.0161,0.1082,24375,11290,8263,0.9028,0.4278,0.561,0.6338,0.143,7.2,17729,24000,11000,0.939999998,0.49000001,20.96999931,74171.17,65915,6.130000114,291,4060,40500,37200
Western Kentucky University,3,4,Public,Southeast,Small City,0.9232,22,1009,15780,0.7701,0.1123,0.0234,0.0093,0.0027,0.001,0.0192,0.0506,0.1613,16538,7807,6983,0.6465,0.3934,0.4368,0.7178,0.1818,13.7,15000,24431,11000,0.879999995,0.660000026,22.21999931,53605.57,42198.5,10.86999989,537,4340,33200,30800
Western Michigan University,3,4,Public,Great Lakes,Small City,0.8285,22,1030,18755,0.7483,0.1122,0.0477,0.014,0.0042,0.0014,0.031,0.0293,0.1565,22483,9354,9016,0.623,0.3969,0.5491,0.7371,0.1348,7.7,20875,27000,12000,0.970000029,0.469999999,20.37000084,81449.44,74325,5.599999905,473,6209,41600,37900
Western New England University,3,4,Private,New England,Mid-size City,0.8151,24,1077,2648,0.7749,0.0476,0.0759,0.0279,0.0004,0.0004,0.0185,0.0208,0.0566,45850,9876,9269,0.6088,0.2502,0.5961,0.7528,0.0521,5.6,20159,27000,8905,0.99000001,0.319999993,19.94000053,94324.16,87684,5.150000095,48,1152,53100,48400
Western Oregon University,3,4,Public,Far West,Fringe Town,0.882,0,950,5142,0.6886,0.0352,0.0945,0.0311,0.02,0.0266,0.0047,0.0564,0.1404,21732,7531,6100,0.5928,0.4433,0.4443,0.685,0.1784,9.3,17500,25000,11500,0.949999988,0.560000002,21.47999954,63395.09,53889,7.789999962,199,1484,36500,34000
Western State Colorado University,3,4,Public,Rocky Mountains,Remote Town,0.932,22,1005,1956,0.7474,0.0245,0.0905,0.0097,0.0026,0.0046,0.0276,0.0077,0.0557,18875,7812,6173,0.7325,0.3143,0.4242,0.6837,0.1154,5.5,12000,20497.5,8481.5,0.910000026,0.460000008,21.63999939,71289.92,60062.5,5.78000021,78,773,34000,30100
Western Washington University,3,4,Public,Far West,Small City,0.8371,25,1114,13925,0.7534,0.0156,0.068,0.0641,0.0043,0.0014,0.0759,0.0099,0.0725,22009,8298,8028,0.6493,0.255,0.6932,0.8282,0.0737,4.7,15500,19500,10476,0.930000007,0.469999999,21.62999916,70343.27,60238,6.550000191,410,3394,41500,39000
Westfield State University,3,4,Public,New England,Large Suburb,0.7487,20,995,5524,0.8007,0.0416,0.073,0.0096,0.0014,0.0007,0.0375,0.0047,0.0999,19468,7042,8356,0.4685,0.2609,0.585,0.7909,0.1323,4.6,16250,23026,7500,0.959999979,0.349999994,20.43000031,81421.39,78180,6.190000057,82,1396,41100,39300
Westminster College,3,3,Private,Great Plains,Distant Town,0.719,24,1090,1022,0.6644,0.0587,0.0323,0.0108,0.0245,0.001,0.0108,0.1732,0.0059,33354,5656,5781,0.6724,0.2844,0.6906,0.7799,0.0273,9.1,20000,27000,9500,0.939999998,0.479999989,19.90999985,77986.69,64767,6.679999828,21,245,39600,35400
Westminster College,3,4,Private,Mid-Atlantic,Fringe Town,0.7336,23,1040,1313,0.8187,0.0259,0.0076,0.0038,0.0023,0.0015,0.019,0.0023,0.0449,42474,8865,6470,1,0.3058,0.7653,0.8639,0.0168,2.6,26000,27000,10500,0.980000019,0.389999986,19.59000015,81225.32,75532,6.929999828,27,466,39900,37300
Westminster College,3,4,Private,Rocky Mountains,Mid-size City,0.7517,25,1134,2260,0.6854,0.0128,0.0982,0.0248,0.008,0.0035,0.0248,0.054,0.0597,37990,10682,8393,1,0.2767,0.5714,0.75,0.1673,3.4,17958,24500,9500,0.939999998,0.550000012,23.40999985,64341.97,50415,5.769999981,74,672,45500,41700
Westmont College,3,4,Private,Far West,Mid-size Suburb,0.7016,27,1193,1295,0.6664,0.01,0.129,0.0633,0.0023,0.0039,0.0695,0.0162,0.0023,51760,14814,9329,0.6851,0.2092,0.7577,0.8462,0.0092,5.1,19500,23250,12000,0.980000019,0.280000001,19.37999916,116953.6,96799,6.25,28,316,45600,39200
Wheaton College,3,3,Private,New England,Large Suburb,0.6737,0,0,1640,0.7012,0.0512,0.0695,0.0384,0.0012,0.0006,0.0348,0.0915,0.0012,56934,15962,9037,1,0.2172,0.756,0.8584,0.0042,5.1,22500,24000,6700,0.99000001,0.300000012,19.48999977,99677.32,92594,5.849999905,38,330,45500,42500
Wheaton College,3,4,Private,Great Lakes,Large Suburb,0.6871,30,1318,2415,0.7822,0.0215,0.0493,0.082,0.0008,0,0.0451,0.0186,0.0161,41394,14865,8328,0.6603,0.2097,0.8672,0.9447,0.0086,1.2,21179,23000,13750,0.959999979,0.349999994,19.52000046,99339.64,83641,4.840000153,61,486,43700,39700
Wheeling Jesuit University,3,4,Private,Southeast,Small City,0.6892,22,1023,1139,0.8016,0.0474,0.0255,0.014,0.0009,0.0035,0.0035,0.0272,0.1765,34213,6856,5731,0.6197,0.2474,0.5375,0.6716,0.2,6.9,16625,27000,10440,0.970000029,0.439999998,22.59000015,71873.4,66698,9.779999733,47,457,42800,40000
Whitman College,3,3,Private,Far West,Small City,0.5696,30,1327,1525,0.7246,0.0125,0.0774,0.0643,0.0033,0.0046,0.0439,0.0348,0.0151,54865,18262,8715,0.7552,0.104,0.8775,0.9396,0.0052,1.7,14600,15990,8750,0.970000029,0.300000012,19.62000084,106429.17,93725,6.320000172,27,259,42500,37900
Whittier College,3,4,Private,Far West,Large Suburb,0.6325,23,1043,1651,0.3537,0.0454,0.424,0.089,0.0061,0.0024,0.0351,0.04,0.0194,49920,11366,8954,0.61,0.3551,0.6677,0.8292,0.0223,6.2,21500,26000,11000,0.959999979,0.449999988,19.71999931,87350.78,75319,8.460000038,44,371,41600,38900
Whitworth University,3,4,Private,Far West,Large Suburb,0.6452,0,0,2337,0.789,0.0145,0.0787,0.027,0.006,0.0043,0.0509,0.0167,0.0128,45655,9558,6730,0.9182,0.2297,0.7387,0.8906,0.0246,4.5,22500,26036.5,13000,0.959999979,0.400000006,22.87999916,84102.38,74397.5,7.449999809,86,655,39400,35900
Wichita State University,3,4,Public,Great Plains,Large City,0.9576,24,1089,11198,0.6516,0.0597,0.0914,0.0695,0.0088,0.0016,0.0253,0.0561,0.235,14764,6594,7568,0.9223,0.3595,0.4637,0.7449,0.2883,7.8,15250,21750,11000,0.920000017,0.579999983,23.88999939,52548.32,41686,6.900000095,386,2950,39500,36400
Widener University-Main Campus,3,4,Private,Mid-Atlantic,Large Suburb,0.6726,0,1025,3188,0.7083,0.143,0.0458,0.0332,0.0035,0.0013,0.0257,0.0248,0.1076,50294,14466,7473,0.4351,0.2699,0.5601,0.7549,0.1341,5.8,20850,27800,9500,0.980000019,0.379999995,22.32999992,72258.59,60128,7.130000114,114,1272,53100,49700
Wilkes University,3,4,Private,Mid-Atlantic,Small City,0.7598,0,1060,2281,0.7712,0.0346,0.0456,0.0272,0.0018,0.0013,0.0263,0.0719,0.0452,42612,7801,8186,0.4494,0.3102,0.579,0.7844,0.0875,5.1,20255.5,27000,9500,0.99000001,0.419999987,20.29999924,76389.38,71479.5,6.940000057,51,973,53000,44700
Willamette University,3,4,Private,Far West,Mid-size City,0.5784,27,1198,1970,0.631,0.0178,0.1046,0.0721,0.0162,0.0056,0.0868,0.0112,0.0112,52665,14645,9341,0.7539,0.207,0.7883,0.859,0.0118,3.5,19538.5,23500,8750,0.970000029,0.360000014,19.80999947,97165.98,82978,6.840000153,40,395,44400,41300
William Carey University,3,4,Private,Southeast,Small City,0.4877,24,1105,2166,0.6145,0.2982,0.0175,0.0074,0.0055,0,0,0.0425,0.1293,23962,6338,5888,0.5331,0.6601,0.6196,0.7746,0.4032,7.6,18375,23978.5,12667,0.819999993,0.779999971,24.52000046,36120.41,25265,14.86999989,103,819,36600,32500
William Jessup University,3,4,Private,Far West,Fringe Rural,0.6929,23,1039,1029,0.7182,0.0505,0.1497,0.0321,0.0107,0.0039,0.0233,0.001,0.1866,34811,6607,7043,0.2564,0.4743,0.5614,0.8222,0.2674,4.4,17000,21500,13298,0.930000007,0.50999999,25.07999992,66233.18,56144,6.389999866,32,181,37100,30300
William Jewell College,3,3,Private,Great Plains,Large Suburb,0.5778,25,1146,1044,0.7749,0.0642,0.0374,0.0086,0.0077,0.001,0.0527,0.0268,0.0307,42688,9378,6077,0.5862,0.2757,0.5868,0.7607,0.0795,5.2,19500,26000,7250,0.980000019,0.340000004,21.44000053,87388.08,75990.5,5.670000076,40,529,42900,40500
William Paterson University of New Jersey,3,4,Public,Mid-Atlantic,Large Suburb,0.6811,0,1010,9930,0.4658,0.1392,0.2428,0.0645,0.0011,0.0039,0.0216,0.0089,0.1694,21990,10404,10225,0.9799,0.3959,0.5012,0.748,0.1953,9.4,18750,25382,11000,0.939999998,0.5,21.23999977,71005.62,54969,6.590000153,234,2541,41400,39900
William Penn University,3,4,Private,Great Plains,Remote Town,0.5766,20,926,1558,0.6714,0.1502,0.0757,0.0128,0.0026,0.0032,0.0141,0.0327,0.0205,33081,4768,5792,0.9574,0.4977,0.3978,0.6094,0.3032,13.4,18740,25563,12500,0.949999988,0.589999974,27.68000031,53458.98,45954.5,6.789999962,83,986,40500,36900
William Woods University,3,4,Private,Great Plains,Distant Town,0.7514,23,1047,1001,0.8521,0.038,0.011,0.006,0.005,0.002,0.023,0.001,0.1578,33016,6016,5301,0.2143,0.3406,0.565,0.7436,0.1527,4.8,15985,22650.5,6500,0.949999988,0.430000007,24.21999931,69085.18,58119,6.929999828,39,424,35300,32500
Williams College,3,4,Private,New England,Fringe Town,0.1702,32,1439,2051,0.5651,0.0775,0.1214,0.1053,0.0029,0,0.0609,0.0668,0,59412,39164,12027,0.807,0.1903,0.9536,0.9799,0.0052,1.8,11248,12005,6625,0.889999986,0.400000006,19.32999992,106459.04,88403.5,7.630000114,41,246,61400,46400
Wilmington College,3,4,Private,Great Lakes,Fringe Rural,0.4603,22,1006,1163,0.8014,0.0808,0.0009,0.0034,0.0026,0,0.043,0.0095,0.1144,39415,6005,5915,0.9583,0.4479,0.3841,0.8175,0.0958,9.4,21576,27000,9750,0.970000029,0.50999999,22.18000031,68059.17,61722,6.849999905,48,634,36300,35000
